id,内容,n_test,test_auc_m3,test_auc_m1,delta_auc,ci_lo,ci_hi
S1,"ECG 窗口改 [t0-48h, t0) 纯预测窗",1164,0.7744614736180958,0.773792060429003,0.0005677580242946172,-0.00718375729959089,0.00870456893424839
