model,test_auc,对比,delta_auc,ci_lo,ci_hi,best_cfg,best_iter
M4+-TB（M1+特征+tb32）,0.8393684348739496,vs M1+：-0.0146(-0.0256~-0.0031)；vs M4+(TA)：-0.0179(-0.0292~-0.0069),-0.014636610037753,-0.025623053949013475,-0.0031449695417288294,"{'max_depth': 6, 'eta': 0.01, 'min_child_weight': 5}",949
