id,内容,n_test,事件率_test,test_auc_m3,test_auc_m1,delta_auc,ci_lo,ci_hi
S2,结局改为入院起 28 天死亡,2217,0.18764095624718088,0.7964218596506215,0.7979768184342032,-0.0016073630867376905,-0.005589052643496711,0.0024507374339384183
