model,test_auc,对比,delta_auc,ci_lo,ci_hi,best_cfg,best_iter
M4+（M1+特征+z16）,0.8541005777310925,vs M1+,-0.00013798007347543917,-0.003525282050227327,0.0032159386582164664,"{'max_depth': 6, 'eta': 0.01, 'min_child_weight': 1}",884
